name,state,established,discontinued,latitude,longitude
CASCADE,OH,1893.0,1904.0,41.02088,-84.28967
CASH CORNER,NC,1906.0,1958.0,35.19128,-76.68521
CASHEL,MN,1895.0,1905.0,45.19492,-95.5524
CASHIERS,NC,1881.0,null,35.11121,-83.10297
CASINO,MN,1899.0,1914.0,46.42694,-94.54
CASS,IA,1856.0,1860.0,42.65832,-91.59737
CASS,MI,1848.0,1872.0,41.78222,-84.39972
CASTINE,OH,1850.0,1982.0,39.93199,-84.6244
CASTLE,WV,1893.0,1913.0,37.63039,-81.51761
CASTLETON,MI,1842.0,1857.0,42.60361,-85.18333
CATES,NC,1892.0,1907.0,36.29514,-78.98695
CATHARPIN,VA,1875.0,null,38.85455,-77.57249
CAUTHORNVILLE,VA,1900.0,1995.0,37.88125,-77.06525
CAVERUN,KY,1902.0,1913.0,38.071,-83.51498
CECIL,MI,1901.0,1918.0,45.74611,-84.82889
CEDAR CREEK,IL,1867.0,1869.0,37.51254,-88.78478
CEDAR CREEK,WI,1848.0,1903.0,43.33972,-88.22287
CEDAR FALLS,WI,1864.0,1906.0,44.9358,-91.88406
CEDAR FORK,MI,1863.0,1883.0,45.41111,-87.35444
CEDARVILLE,IA,1838.0,1840.0,41.50975,-91.17543
CEDARVILLE,WI,1914.0,1931.0,45.45358,-87.98289
CENTERGROVE,MN,1898.0,1905.0,46.55833,-96.2175
CENTRAL CITY,IA,1859.0,null,42.20325,-91.52482
CENTRAL CITY,IL,1854.0,1901.0,38.54894,-89.12701
CENTRAL POINT,OH,1868.0,1869.0,40.29116,-84.32161
CENTRE CHAIN,MN,1882.0,1893.0,43.52245,-94.44858
CENTREVILLE,OH,1818.0,1829.0,40.57158,-81.08757
CHADWICK,MI,1872.0,1907.0,43.09389,-85.17472
CHAFFEE,WV,1883.0,1916.0,39.40649,-79.16226
CHAMBERSBURG,IL,1837.0,null,39.81727,-90.65735
CHAMBERSBURG,IN,1849.0,1912.0,38.51811,-86.39221
CHAMBERSBURG,OH,1832.0,1904.0,39.85783,-84.19939
CHANDLERSVILLE,OH,1843.0,null,39.89872,-81.82816
CHANTILLY,VA,1832.0,1972.0,38.88585,-77.43965
CHAPIN,IA,1860.0,null,42.83358,-93.22215
CHAPIN,IL,1861.0,null,39.76586,-90.40172
CHARITY,VA,1885.0,1906.0,36.81986,-80.21838
CHARLESTON,IA,1850.0,1937.0,40.59087,-91.53127
CHARLOTTE COURTHOUSE,VA,1794.0,null,37.05654,-78.63833
CHATSWORTH,IL,1859.0,null,40.75449,-88.29178
CHECK,VA,1883.0,null,37.0303,-80.17049
CHELSEA,IN,1883.0,1903.0,38.65062,-85.52496
CHENEAUX,MI,1885.0,1888.0,45.975,-84.3625
CHERRYVILLE,OH,1890.0,1917.0,38.61119,-82.53044
CHESTERVILLE,WV,1888.0,1905.0,39.15563,-81.49818
CHESWOLD,DE,1888.0,null,39.21931,-75.58545
CHETEK,WI,1883.0,null,45.31423,-91.65042
CHILDS,MD,1887.0,null,39.64989,-75.87531
CHILI,IL,1838.0,1838.0,40.21782,-91.14153
CHINA,MI,1835.0,1894.0,42.77502,-82.57602
CHRISTIE,VA,1893.0,1964.0,36.54903,-78.84334
CHUCK,KY,1917.0,1917.0,37.20258,-84.86368
CHUCKERY,OH,1898.0,1903.0,40.11167,-83.39028
CHURCHVILLE,IA,1888.0,1944.0,41.39666,-93.75105
CLAM,VA,1910.0,1934.0,37.81374,-75.67021
CLAM RIVER,MI,1928.0,1944.0,44.94528,-85.28028
CLARE,IN,1878.0,1902.0,40.11532,-85.96109
CLARK,WI,1855.0,1856.0,45.02914,-90.65902
CLARK,OH,1831.0,1983.0,40.44868,-81.90264
CLARKE STATION,IN,1860.0,1918.0,41.63004,-87.41643
CLARK'S CROSS ROADS,IN,1855.0,1858.0,40.36004,-87.34779
CLEAR CREEK,OH,1828.0,1839.0,40.96539,-82.36449
CLEARING,IL,1902.0,1916.0,41.79649,-87.75125
CLEM,WV,1913.0,1983.0,38.63426,-80.91427
CLEVELAND,OH,1805.0,null,41.49004,-81.67219
CLIFTON,MI,1861.0,1884.0,47.37556,-88.30333
CLIFTY,WV,1854.0,1955.0,38.14567,-80.96204
CLIMAX,OH,1881.0,1929.0,40.63061,-82.88796
CLINCH,MI,1899.0,1900.0,46.08611,-88.35833
CLINCHBURG,VA,1916.0,1968.0,36.83206,-81.81457
CLINTON,WV,1855.0,1911.0,40.12396,-80.62619
CLINTON JUNCTION,MI,1871.0,1874.0,42.74528,-85.03417
CLINTON STATION,OH,1861.0,1874.0,39.30562,-83.91104
CLINTON VALLEY,OH,1856.0,1888.0,39.30617,-83.91104
CLINTONVILLE,MI,1898.0,1903.0,42.69028,-83.35611
CLIO,WV,1887.0,1989.0,38.58065,-81.30123
CLOUDLAND,NC,1879.0,1907.0,36.10428,-82.13262
CLOVER CREEK,VA,1850.0,1945.0,38.27012,-79.54893
CLOVERDALE,OH,1892.0,1904.0,41.34144,-83.57382
CLUM,NC,1897.0,1902.0,36.13738,-76.663
COALGATE,OH,1893.0,1903.0,39.53757,-82.18459
COALVILLE,NC,1889.0,1906.0,35.18842,-83.89101
COAN,VA,1892.0,1941.0,37.95846,-76.48023
COE,KY,1925.0,1957.0,36.68339,-85.55025
COGGON,IA,1888.0,null,42.28124,-91.53137
COKE,VA,1900.0,1964.0,37.32681,-76.55023
COLBY,OH,1884.0,1905.0,41.26394,-82.94575
COLBYVILLE,IA,1871.0,1875.0,41.89165,-93.61966
COLD HARBOR,VA,1823.0,1903.0,37.59318,-77.31995
COLDIRON,KY,1925.0,null,36.82577,-83.45212
COLE CREEK,IN,1838.0,1872.0,40.03643,-87.38057
COLEMAN FALLS,VA,1966.0,null,37.50116,-79.30263
COLERIDGE,NC,1886.0,null,35.64014,-79.6153
COLO,IA,1864.0,null,42.01831,-93.31531
COLOMA,IN,1868.0,1905.0,39.78837,-87.29196
COLONA STATION,IL,1855.0,1906.0,41.47002,-90.35688
COLUMBIA,IN,1813.0,1821.0,38.40699,-87.58558
COLUMBIA  PARK,OH,1927.0,1957.0,39.11173,-84.43466
COLUMBIA HEIGHTS,MN,1898.0,1913.0,45.04083,-93.26278
COLUMBUS,NC,1856.0,null,35.25123,-82.1969
COMPTON,MN,1891.0,1892.0,47.24944,-93.62528
CONCORD,MD,1855.0,1859.0,38.9865,-77.14553
CONCORD DEPOT,VA,1855.0,1950.0,37.34264,-78.97502
CONLOGUE,IL,1863.0,1906.0,39.59003,-87.79308
CONRAD'S FERRY,MD,1828.0,1836.0,39.15483,-77.51916
CONWAY,KY,1884.0,null,37.47786,-84.33438
COOK VALLEY,WI,1870.0,1900.0,45.03781,-91.59269
COON RAPIDS,IA,1864.0,null,41.87114,-94.67788
COONEY,OH,1881.0,1904.0,41.65727,-84.74746
COOPER SPRINGS,IA,1872.0,1875.0,41.16083,-93.07576
COOPERSVILLE,KY,1875.0,null,36.76055,-84.73844
CORA,WV,1907.0,null,37.83427,-82.02652
CORAL HILL,KY,1858.0,1907.0,37.05144,-85.85636
CORAL RIDGE,KY,1919.0,1955.0,38.10507,-85.75885
CORDIA,KY,1899.0,1957.0,37.27888,-83.11063
CORINTH,IN,1879.0,1880.0,40.13504,-85.42386
CORLISS,WV,1899.0,1969.0,38.03428,-80.87009
CORNWELL,KY,1878.0,1889.0,37.95666,-83.71119
CORWIN,OH,1849.0,1856.0,39.86644,-84.42467
CORYELL,MI,1908.0,1925.0,45.97167,-84.30139
COSHOCTON,OH,1811.0,null,40.27529,-81.86286
COSMOS,OH,1891.0,1902.0,40.26671,-84.77913
COTTAGE GROVE,MI,1886.0,1914.0,42.37778,-82.91667
COTTON GROVE,IA,1851.0,1855.0,40.95724,-92.17185
COULTER,IA,1902.0,null,42.73641,-93.36969
COVE LANDING,VA,1868.0,1869.0,38.44596,-77.38637
COX,MD,1896.0,1911.0,38.59679,-76.63552
CRAB,VA,1901.0,1918.0,37.26514,-76.49106
CRAFTSVILLE,KY,1918.0,1932.0,37.16749,-82.75239
CRANBROOK,MI,1837.0,1840.0,41.75455,-84.75785
CRANE,IN,1896.0,1906.0,40.33865,-86.81028
CRANE,WV,1900.0,1901.0,37.34741,-81.25285
CRANSTON,IA,1905.0,1983.0,41.37919,-91.26127
CRATHORNE,IA,1887.0,1905.0,42.80721,-96.33142
CRAWFORD,IL,1884.0,1894.0,41.84725,-87.7295
CREEL,MI,1886.0,1889.0,43.72922,-83.26852
CRESWELL,OH,1869.0,1915.0,40.36673,-80.78314
CRIDER,KY,1888.0,1954.0,37.15727,-87.97446
CRISP'S CROSS ROADS,IN,1854.0,1907.0,38.11424,-86.14275
CRITTON,WV,1907.0,1908.0,39.45787,-78.4589
CROCKETT,KY,1900.0,null,37.98531,-83.09277
CROMWELL CENTER,IA,1893.0,1902.0,43.24163,-95.25861
CROMWELL CENTRE,IA,1874.0,1893.0,43.24163,-95.25861
CRONA,IA,1899.0,1900.0,43.10831,-95.53362
CROOKED LAKE,MI,1877.0,1909.0,43.85778,-85.01351
CROOKSVILLE,OH,1869.0,null,39.7691,-82.09405
CROTON,IA,1852.0,1925.0,40.59031,-91.69072
CROWELL,KY,1880.0,1886.0,37.4116,-87.96236
CROWN,KY,1898.0,null,37.14262,-82.8561
CROWS,VA,1831.0,1833.0,37.71957,-80.20256
CRUMTOWN,IN,1888.0,1918.0,41.62421,-86.40807
CRYSTAL LAKE,MN,1857.0,1867.0,45.02639,-93.32667
CUBA,KY,1855.0,1857.0,37.26452,-84.63633
CULLASAJA,NC,1876.0,1954.0,35.1651,-83.32376
CUMBER,MI,1874.0,1915.0,43.62139,-82.9775
CUNNINGHAM,NC,1886.0,1908.0,36.5382,-79.07835
CURTIS,VA,1886.0,1906.0,37.4768,-79.48365
CUSTER,MI,1878.0,null,43.95438,-86.22035
CZAR,WV,1901.0,1965.0,38.73011,-80.18702
DAHLGREN,MN,1872.0,1886.0,44.77667,-93.68333
DAKOTA,WI,1851.0,1906.0,43.99025,-89.35651
DALEVILLE,IN,1857.0,null,40.12115,-85.55803
DALTON'S MILLS,MI,1859.0,1863.0,43.31944,-86.26111
DAMES QUARTER,MD,1858.0,1998.0,38.18818,-75.89743
DANIEL,MD,1885.0,1899.0,39.4351,-77.05359
DANWAY,IL,1872.0,1903.0,41.43253,-88.69174
DARGAN,MD,1898.0,1902.0,39.37732,-77.73305
DASH,MI,1895.0,1897.0,43.43361,-86.03833
DAVIES,MN,1886.0,1905.0,46.60056,-95.31083
DAVIS,IL,1858.0,null,42.42259,-89.41425
DAWES,WV,1916.0,null,38.14353,-81.45197
DAYTON,OH,1803.0,null,39.76044,-84.19342
DAYTON CENTRE,IA,1866.0,1870.0,43.03424,-92.45742
DE GRAFF,OH,1853.0,null,40.31055,-83.91578
DE TOUR VILLAGE,MI,1961.0,null,45.99295,-83.90158
DEANES,VA,1890.0,1927.0,36.83959,-76.46245
DEATSVILLE,KY,1850.0,1860.0,37.89701,-85.55912
DEEP  CREEK,NC,1853.0,1906.0,34.85293,-80.15867
DELAWARE,IL,1837.0,1851.0,39.22198,-90.17122
DELAWARE,IN,1838.0,1933.0,39.14783,-85.20718
DELAWARE STATION,IN,1860.0,1861.0,39.14783,-85.20718
DELCO,NC,1918.0,null,34.31297,-78.2157
DELPHI,IA,1878.0,1880.0,40.67443,-94.41218
DELREY,IL,1854.0,1953.0,40.67281,-88.01726
DELTON,MN,1878.0,1879.0,44.05384,-95.02109
DELWAY,NC,1902.0,1927.0,34.80128,-78.21388
DEMUND,KY,1903.0,1937.0,37.83176,-83.33651
DENNEY,KY,1891.0,1981.0,36.81357,-84.65661
DENNISON,MN,1885.0,null,44.40566,-93.03929
DENNY,IL,1850.0,1886.0,40.99476,-90.69875
DENOVA,IA,1890.0,1905.0,40.90836,-91.63711
DENVER,MN,1885.0,1887.0,43.8066,-96.23386
DERBY,IA,1872.0,null,40.93159,-93.45489
DESOTA,IL,1855.0,null,37.81755,-89.22786
DEUCHER,OH,1885.0,1950.0,39.46646,-81.19678
DEVILSFORK,WV,1915.0,1934.0,37.57916,-81.33069
DEWALD,MN,1872.0,1876.0,43.63074,-95.75368
DEWARD,MI,1901.0,1918.0,44.84056,-84.82667
DIAMOND,WV,1897.0,1961.0,38.21482,-81.51651
DIAMOND LAKE,IL,1855.0,1904.0,42.24447,-88.01008
DILLLES BOTTOM,OH,1827.0,1940.0,39.92257,-80.78175
DIMIIETTE,NC,1896.0,1921.0,36.24791,-80.93757
DINGMAN,MI,1883.0,1885.0,43.69153,-85.81504
DINSMORE,OH,1837.0,1877.0,40.46742,-84.18287
DIORITE,MI,1888.0,1940.0,46.50917,-87.83028
DISCORD,IA,1870.0,1884.0,42.42777,-95.84418
DIXIE,NC,1885.0,1902.0,35.20459,-80.96118
DIXON,IN,1873.0,1904.0,39.07088,-87.03334
DOANVILLE,OH,1901.0,1959.0,39.43507,-82.19126
DODDS,IA,1877.0,1886.0,42.48888,-96.19197
DODSONVILLE,OH,1843.0,1906.0,39.20284,-83.8152
DOLA,WV,1888.0,1967.0,39.37648,-80.42176
DONCASTER,MD,1855.0,1956.0,38.4979,-77.21053
DONLAN,WV,1900.0,1907.0,38.9587,-80.67704
DONNERAILE,KY,1826.0,1838.0,38.14924,-84.53494
DOOLIE,NC,1881.0,1903.0,35.60208,-80.8973
DOOR VILLAGE,IN,1834.0,1900.0,41.57476,-86.76891
DORITY,WV,1887.0,1908.0,39.5012,-79.55449
DORT,NC,1879.0,1910.0,36.5296,-76.86968
DOSTER,MI,1900.0,1926.0,42.46587,-85.54168
DOUDS LEANDO,IA,1903.0,1917.0,40.8399,-92.08652
DOVER,MD,1850.0,1895.0,39.51233,-76.76942
DOWELL,MD,1926.0,null,38.33518,-76.4538
DOWNEYVILLE,IN,1876.0,1903.0,39.42755,-85.55442
DOWNS,WV,1884.0,1884.0,39.51758,-80.3162
DRENNON,WV,1831.0,1832.0,38.27075,-80.99765
DRUM POINT,MD,1888.0,1901.0,38.32679,-76.42606
DRUMHILL,NC,1892.0,1941.0,36.54182,-76.72523
DRY POINT,IL,1864.0,1866.0,39.24548,-88.86142
DUBOIS,MD,1892.0,1931.0,38.47623,-76.82691
DUBUQUE'S MINES,IA,1833.0,1837.0,42.49839,-90.66784
DUCK CREEK,WI,1888.0,1902.0,44.56194,-88.06927
DUDLEY,IA,1870.0,1939.0,41.0889,-92.51686
DUMFRIES,MN,1894.0,1912.0,44.345,-92.12
DUNCAN FALLS,OH,1837.0,null,39.87275,-81.91298
DUNCOMBE,IA,1869.0,null,42.47088,-93.99345
DUNKIRK,OH,1854.0,null,40.78894,-83.64299
DUNLOW,WV,1891.0,null,38.02314,-82.43182
DUNNSVILLE,VA,1829.0,null,37.85842,-76.82126
DUNOWEN,MN,1906.0,1913.0,47.76111,-95.20833
DURBIN,KY,1900.0,1917.0,38.27925,-82.59821
DURHAM,IN,1880.0,1884.0,41.59226,-86.83753
DUVALL,WI,1890.0,1904.0,44.66111,-87.71343
DYE,KY,1902.0,1905.0,37.34034,-84.87175
DYESVILLE,OH,1884.0,1933.0,39.12785,-82.23043
EADSVILLE,KY,1890.0,1950.0,36.88813,-84.88884
EAGLE MILLS,OH,1856.0,1917.0,39.32868,-82.69211
EARLE,IA,1869.0,1872.0,40.92222,-93.48077
EARLVILLE,IL,1844.0,null,41.58942,-88.92295
EASONS,NC,1900.0,1903.0,35.54932,-78.30972
EAST CLARIDON,OH,1828.0,null,41.53339,-81.11649
EAST COLUMBUS,OH,1905.0,1937.0,39.98479,-82.92768
EAST ROCKPORT,OH,1852.0,1888.0,41.48323,-81.79887
EASTVILLE STATION,VA,1892.0,1969.0,37.35312,-75.94468
EATON,MI,1839.0,1856.0,42.59607,-84.83831
ECUSTA,NC,1893.0,1906.0,35.27234,-82.70624
EDINBURGH,MI,1843.0,1871.0,41.77776,-84.80417
EDSEL,KY,1929.0,1960.0,38.11778,-82.90944
EDWARDS,KY,1885.0,1933.0,36.95921,-86.94083
EIDSWOLD,MN,1875.0,1888.0,44.3775,-92.89056
EIDSWOLD,MN,1896.0,1902.0,44.56222,-93.28361
EKLO,MD,1880.0,1902.0,39.68038,-76.72914
EL PASO,IL,1857.0,null,40.73839,-89.0222
ELA,IL,1852.0,1894.0,42.16641,-88.06313
ELDORA JUNCTION,IA,1887.0,1900.0,42.29721,-93.06965
ELKHART,IL,1883.0,null,40.02065,-89.48113
ELKHORN,KY,1828.0,1858.0,38.3132,-84.84493
ELKHORN,MN,1855.0,1863.0,43.76163,-92.4485
ELKTON,KY,1817.0,null,36.8099,-87.15498
ELLEMANS,OH,1880.0,1883.0,39.99864,-84.33848
ELLETT,VA,1890.0,1910.0,37.19152,-80.36671
ELLETTSVILLE,IN,1837.0,null,39.23394,-86.62425
ELLIJAY,NC,1886.0,1954.0,35.19176,-83.27043
ELLSTON,IA,1895.0,null,40.84027,-94.10856
ELLSWORTH,IA,1861.0,1873.0,41.3661,-93.84828
ELM GROVE,OH,1871.0,1984.0,39.0459,-83.16379
ELMVILLE,KY,1877.0,1917.0,38.34172,-84.76119
ELROD,IN,1849.0,1903.0,39.05478,-85.16385
ELROD,NC,1892.0,1957.0,34.61405,-79.24198
EMERSON,WV,1912.0,1915.0,37.94094,-81.49761
EMMA,KY,1891.0,1898.0,37.8137,-83.056
EMMA,NC,1880.0,1933.0,35.59678,-82.59179
EMMETT,WV,1925.0,1991.0,37.68261,-81.82678
EMORYVILLE,WV,1905.0,1960.0,39.35343,-79.17031
EMPIRE,IL,1883.0,1904.0,40.30559,-88.70757
ENFIELD,VA,1827.0,1955.0,37.74542,-77.21859
ENGLISH,WV,1908.0,1996.0,37.33928,-81.71483
ENOE,NC,1831.0,1834.0,36.04125,-79.01418
ENON,IA,1880.0,1880.0,40.91362,-92.74408
ENOS,IL,1895.0,1913.0,39.30116,-90.00761
EPSOM,IN,1856.0,1905.0,38.78533,-87.06306
EQUALITY,KY,1909.0,1964.0,37.39588,-87.06583
ERWIN,NC,1926.0,null,35.31741,-78.68226
ESKO,MN,1935.0,null,46.70669,-92.36455
ESSERVILLE,VA,1903.0,1961.0,36.95538,-82.61099
ETNA,IL,1859.0,1943.0,39.38948,-88.41977
ETTRICK,WI,1860.0,null,44.17013,-91.26784
EVANSDALE,NC,1908.0,1910.0,35.65516,-77.8697
EWART,IA,1876.0,1939.0,41.64111,-92.61047
EWING,VA,1891.0,null,36.63653,-83.43237
EWING,IL,1850.0,1890.0,38.08866,-88.85229
EXOL,VA,1886.0,1887.0,37.7493,-76.84552
EZRA,KY,1901.0,1905.0,38.61823,-84.48815
FAIR BLUFF,NC,1815.0,null,34.31355,-79.03579
FAIRFIELD,MD,1892.0,1895.0,39.11983,-76.70636
FAIRHAVEN,IA,1872.0,1891.0,42.16665,-92.62936
FAIRHAVEN,OH,1833.0,1932.0,39.63894,-84.77218
FAIRHILL CROSS ROADS,MD,1823.0,1823.0,39.70233,-75.868
FAIRLAND,IA,1880.0,1885.0,41.74582,-93.88078
FAIRPOINT,OH,1876.0,null,40.1209,-80.93176
FALL RIVER,WI,1849.0,null,43.38058,-89.06682
FALLING SPRING,VA,1931.0,1949.0,37.88651,-79.9795
FALLSTOWN,NC,1811.0,1866.0,35.6851,-80.93076
FALLVILLE,VA,1886.0,1905.0,36.74568,-81.10314
FALMOUTH,KY,1801.0,null,38.67709,-84.33155
FARLEN,IN,1884.0,1902.0,38.8506,-86.92278
FARMERS INSTITUTE,IN,1866.0,1899.0,40.32355,-86.97645
FARRADAY,KY,1923.0,1957.0,37.17343,-82.77821
FAULKNER,WV,1888.0,1902.0,38.90955,-79.72645
FAWNBURGH,KY,1884.0,1887.0,38.39256,-84.7764
FEDERMAN,MI,1899.0,1906.0,41.90583,-83.62444
FENCE,WI,1899.0,null,45.74441,-88.42573
FERGUSON,IA,1882.0,null,41.93816,-92.86507
FIELDSBORO,DE,1854.0,1900.0,39.41733,-75.65854
FIFE,VA,1827.0,null,37.74931,-78.06194
FIFTY LAKES,MN,1926.0,null,46.73783,-94.0498
FILKINS GROVE,IA,1858.0,1858.0,42.40832,-92.46686
FINLOW,WV,1897.0,1930.0,37.99095,-81.04871
FITCHPORT,KY,1839.0,1842.0,37.76772,-84.61599
FLAT ROCK,MI,1852.0,1852.0,45.8258,-87.18347
FLAT ROCK,MI,1864.0,1864.0,45.8258,-87.18347
FLATRIDGE,VA,1894.0,1958.0,36.69706,-81.34566
FLETCHER,MI,1883.0,1912.0,44.53944,-84.95222
FLINT RIVER,MI,1835.0,1836.0,43.02323,-83.68502
FLINT RIVER JUNCTION,MI,1887.0,1892.0,43.08194,-83.675
FLINTSTONE,MD,1824.0,null,39.70415,-78.57129
FLOODWOOD,MI,1891.0,1905.0,46.22278,-88.00917
FLOWERFIELD,MI,1832.0,1936.0,42.06583,-85.65806
FLUSHING,MI,1839.0,null,43.06218,-83.85374
FOGERTOWN,KY,1906.0,null,37.21953,-83.90104
FOLKSTONE,NC,1902.0,1954.0,34.53656,-77.50413
FOLSOM,WI,1887.0,1901.0,43.43831,-90.83846
FOLSOMVILLE,IN,1863.0,null,38.12922,-87.16417
FOLTZ,WV,1890.0,1907.0,39.49927,-77.86138
FONDA,IA,1873.0,null,42.58202,-94.84573
FOOTVILLE,WI,1855.0,null,42.67021,-89.21118
FORDS STORE,MD,1875.0,1920.0,38.95887,-76.20758
FORDNEY,MI,1899.0,1903.0,43.27306,-84.30944
FORDS BRANCH,KY,1916.0,null,37.43468,-82.5122
FORDSVILLE,KY,1846.0,null,37.63562,-86.71578
FORDVILLE,IL,1905.0,1913.0,37.77394,-89.02646
FOREST,WI,1848.0,1849.0,43.777,-88.27584
FOREST HILLS,KY,1959.0,null,37.64064,-82.28779
FOREST HOME,MI,1875.0,1876.0,44.98327,-85.25558
FORK,MI,1870.0,1904.0,43.74167,-85.09722
FORK UNION,VA,1845.0,null,37.76436,-78.26149
FORREST,IL,1868.0,null,40.74937,-88.40877
FORSYTHE,IL,1865.0,1886.0,39.93254,-88.95119
FORT ASHBY,WV,1932.0,null,39.50054,-78.76678
FORT DES MOINES,IA,1837.0,1857.0,41.52721,-93.61577
FOUNTAIN RUN,KY,1847.0,null,36.7211,-85.96694
FOX,MI,1902.0,1951.0,45.48444,-87.30306
FOX CREEK,KY,1886.0,1913.0,37.98767,-84.968
FOX LAKE,IL,1902.0,null,42.39696,-88.1807
FRAKER,IA,1907.0,1915.0,41.11112,-92.81686
FRAME'S MILLS,WV,1871.0,1881.0,38.63788,-80.85844
FRANCISCO,VA,1875.0,1917.0,37.39985,-80.20838
FRANCISCOVILLE,MI,1843.0,1877.0,42.27722,-84.14056
FRANKLINS CROSS ROADS,KY,1857.0,1905.0,37.67006,-86.01496
FRANKLIN'S MILLS,KY,1874.0,1891.0,38.32614,-83.58959
FRANKLINTON,NC,1839.0,null,36.10094,-78.45891
FRANKLINVILLE,MD,1846.0,1850.0,39.45899,-77.09915
FRANKS,IL,1891.0,1902.0,41.71086,-88.6798
FREEMAN'S MILLS,MI,1855.0,1860.0,44.10746,-86.21477
FREESTONE,VA,1874.0,1882.0,38.63762,-77.22804
FULLERTON,KY,1893.0,1957.0,38.72174,-82.98184
FULTON,IN,1843.0,null,40.94766,-86.26271
GAINES MILL,VA,1891.0,1901.0,37.58765,-77.30137
GALLOWAY,MI,1883.0,1901.0,43.33169,-84.36943
GALVIN,IA,1882.0,1902.0,42.10693,-93.04187
GANOTOWN,WV,1880.0,1942.0,39.40399,-78.14945
GAP STORE,VA,1875.0,1907.0,37.13539,-81.63122
GAPCREEK,KY,1879.0,1967.0,36.74438,-84.99537
GARDENPLAIN,IL,1895.0,1916.0,41.80086,-90.1304
GARDNERSVILLE,KY,1858.0,1908.0,38.76746,-84.5047
GARFIELD,IN,1880.0,1907.0,40.0831,-86.8239
GARFIELD,KY,1880.0,null,37.78281,-86.35698
GARNET,MI,1904.0,1972.0,46.15833,-85.30667
GARNSEY,MI,1832.0,1834.0,42.31984,-85.18791
GARRARD,KY,1917.0,null,37.12421,-83.74847
GARY,IL,1894.0,1908.0,41.77059,-87.85561
GARY,IN,1906.0,null,41.58839,-87.31648
GASKINS,NC,1892.0,1894.0,36.21542,-77.7697
GEM,WV,1891.0,1990.0,38.82926,-80.6676
GENESEE,WI,1847.0,1849.0,42.95279,-88.35898
GENESEO,IA,1860.0,1871.0,42.98541,-93.18876
GENTRYS MILL,KY,1890.0,1940.0,37.08479,-85.15357
GEORGETOWN,WI,1870.0,1920.0,42.62416,-90.48457
GERMANTOWN,NC,1816.0,1844.0,35.43183,-76.46298
GETHER,VA,1907.0,1981.0,37.91625,-77.2072
GIBSONBURG,OH,1872.0,null,41.38512,-83.3216
GIFFORD,IL,1876.0,null,40.30558,-88.02117
GILBERT,WV,1874.0,null,37.61561,-81.8638
GILBERT,OH,1873.0,1934.0,40.0209,-81.97625
GILBERT'S CREEK,KY,1882.0,1921.0,37.57377,-84.5949
GILBERTSVILLE,KY,1876.0,null,36.99867,-88.29055
GILBOA,WV,1889.0,null,38.30302,-80.93534
GILE,WI,1889.0,null,46.42828,-90.22518
GILLASPIE,VA,1890.0,1910.0,37.21403,-79.43225
GILLETT'S GROVE,IA,1869.0,1883.0,43.01373,-95.0368
GILL'S CREEK,VA,1852.0,1866.0,36.83569,-80.02087
GILMAN,IL,1858.0,null,40.76861,-87.99317
GILMAN,MN,1885.0,null,45.73528,-93.94889
GILMORE,MI,1891.0,1906.0,43.74167,-84.92861
GIRTON,OH,1900.0,1904.0,41.28339,-83.35965
GITCHEL,MI,1886.0,1902.0,42.78222,-85.84167
GIVENS,VA,1892.0,1895.0,37.57096,-80.02755
GLASGOW,IL,1845.0,1962.0,39.5506,-90.48012
GLASSNEVIN,IA,1855.0,1860.0,42.60833,-91.04458
GLEANINGS,KY,1886.0,1959.0,37.55948,-85.53281
GLEN ECHO,MD,1891.0,null,38.96966,-77.14193
GLEN FLORA,WI,1887.0,null,45.4958,-90.89403
GLEN FORK,WV,1927.0,null,37.69765,-81.53081
GLEN MORRISON,WV,1923.0,1940.0,37.67872,-81.50149
GLENARM,IL,1886.0,null,39.62504,-89.64856
GLENDALE,IA,1859.0,1933.0,40.99586,-91.81267
GLENDALE,MI,1868.0,1904.0,42.30278,-85.95639
GLENMOORE,OH,1886.0,1907.0,40.78477,-84.69829
GLENN,OH,1890.0,1933.0,38.94702,-82.32404
GLOBE,IL,1880.0,1881.0,41.59754,-87.55949
GLOUSTER,OH,1887.0,null,39.5018,-82.08493
GNADENHUTTEN,OH,1805.0,null,40.35945,-81.43596
GOBLES,MI,1922.0,null,42.35929,-85.87818
GODDARD,IN,1840.0,1852.0,39.5781,-85.57803
GODDARD,KY,1902.0,1958.0,38.36258,-83.61464
GOILIHUE,KY,1923.0,1937.0,38.24699,-82.88529
GOLD HILL,WV,1877.0,1894.0,38.89678,-79.19782
GOLDBOND,VA,1946.0,null,37.38012,-80.66646
GOLDEN GATE,MN,1868.0,1900.0,44.38356,-94.7247
GOLDING,MI,1866.0,1877.0,43.70278,-86.48611
GOLDSBORO,MD,1869.0,null,39.03447,-75.78716
GOLDVEIN,VA,1901.0,null,38.44624,-77.65221
GOOD HART,MI,1874.0,1973.0,45.56722,-85.11306
GOOD HOPE,DC,1847.0,1900.0,38.86261,-76.96386
GOODALL,VA,1838.0,1913.0,37.78264,-77.63693
GOODINGDALE,OH,1898.0,1904.0,40.17423,-83.00796
GOODWELL,MI,1898.0,1909.0,43.59917,-85.62258
GOODWIN,OH,1886.0,1907.0,39.67924,-80.91093
GORDON,IL,1882.0,1904.0,39.0081,-87.68475
GORESBURGH,KY,1882.0,1882.0,37.58674,-84.79384
GRACE FURNACE,VA,1856.0,1876.0,37.63679,-79.9795
GRADEN,VA,1903.0,1929.0,36.97649,-82.64794
